web-scraper-order,web-scraper-start-url,pagination,pagination-href,person,person-href,name,image-src,birth,death,place_burried,category,biography,organization/association/group,Awards/bonuses/prizes,contact info,address - table1,address - table2,job - i,job - table
"1525415464-6838","http://www.nplg.gov.ge/ilia/ka/u4322/","3","http://www.nplg.gov.ge/ilia/ka/u4322/3/","ტარუაშვილი, სოფრომ გლახას ძე","http://www.nplg.gov.ge/ilia/ka/00002605/","სოფრომ გლახას ძე ტარუაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","1909 წლის 10 თებერვალს სოფრონ ტარუაშვილის მოწვევით გაიმართა კრება, სადაც დაისვა საკითხი ჭიათურის განყოფილების შექმნისა.","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების დამფუძნებელი წევრი (1916-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ჭიათურის განყოფილების გამგეობის წევრი (1909-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების კავკავის განყოფილების ნამდვილი წევრი (1909-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების სარევიზიო კომისიის წევრი (1917-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ჭიათურის განყოფილების წევრი (1909-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების მუდმივი წევრი (1917-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1907-)</li>","null","null","null","null","null","null"
"1525414190-6257","http://www.nplg.gov.ge/ilia/ka/u4324/","18","http://www.nplg.gov.ge/ilia/ka/u4324/18/","ფხაკაძისა, ვერა ლაზარეს ასული","http://www.nplg.gov.ge/ilia/ka/00002978/","ვერა ლაზარეს ასული ფხაკაძისა","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ქუთაისის განყოფილების წევრი (1915-)</li>","null","null","null","null","null","null"
"1525415151-6695","http://www.nplg.gov.ge/ilia/ka/u4322/","10","http://www.nplg.gov.ge/ilia/ka/u4322/10/","ტყემალაძე, შუშანიკა მურმანის ასული","http://www.nplg.gov.ge/ilia/ka/00013774/","შუშანიკა მურმანის ასული ტყემალაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1917-)</li>","null","null","null","null","null","null"
"1525417199-7632","http://www.nplg.gov.ge/ilia/ka/u4320/","11","http://www.nplg.gov.ge/ilia/ka/u4320/11/","რუხაძე, ალექსანდრე ოქროპირის ძე","http://www.nplg.gov.ge/ilia/ka/00015175/","ალექსანდრე ოქროპირის ძე რუხაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების  ბათუმის განყოფილების წევრი (1916-)</li>","null","null","null","null","null","null"
"1525414745-6511","http://www.nplg.gov.ge/ilia/ka/u4324/","3","http://www.nplg.gov.ge/ilia/ka/u4324/3/","ფანცხავა, იაკობ სპირიდონის ძე","http://www.nplg.gov.ge/ilia/ka/00002865/","იაკობ სპირიდონის ძე ფანცხავა","data/bios/persons/0000/00002865/photo0n.jpg","1867","1955  (88 წლის ასაკში)","null","დაუდგენელი","მისი ქშწკგ საზოგადოებაში გაწევრიანებაზე თავმდებნი იყვნენ :გრ.ყიფშიძე, ი. გოგებაშვილი, პ.მირიანაშვილი, დ.კარიჭაშვილი","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ქუთაისის განყოფილების წევრი</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1902-)</li>","null","null","null","null","null","null"
"1525416625-7370","http://www.nplg.gov.ge/ilia/ka/u4321/","14","http://www.nplg.gov.ge/ilia/ka/u4321/14/","საყვარელიძე, ნიკოლოზ","http://www.nplg.gov.ge/ilia/ka/00014558/","ნიკოლოზ საყვარელიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ხარაგაულის განყოფილების დამფუძნებელი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525415383-6800","http://www.nplg.gov.ge/ilia/ka/u4322/","4","http://www.nplg.gov.ge/ilia/ka/u4322/4/","ტერ-არუთინიანცი ტიგრან არტემის ძე","http://www.nplg.gov.ge/ilia/ka/00002658/","ტერ-არუთინიანცი ტიგრან არტემის ძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","კოლეჟსკი სეკრეტარი","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების დამფუძნებელი წევრი (1879-)</li>","null","სახლი
მისამართი:თბილისი","მისამართი:თბილისი","მისამართი:თბილისი","null","null"
"1525416963-7524","http://www.nplg.gov.ge/ilia/ka/u4321/","6","http://www.nplg.gov.ge/ilia/ka/u4321/6/","სალუქვაძე, ლოლა","http://www.nplg.gov.ge/ilia/ka/00010598/","ლოლა სალუქვაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ოზურგეთის განყოფილების ნამდვილი წევრი (1916-)</li>","null","null","null","null","null","null"
"1525417007-7544","http://www.nplg.gov.ge/ilia/ka/u4321/","5","http://www.nplg.gov.ge/ilia/ka/u4321/5/","სალაძე, გიორგი პავლეს ძე","http://www.nplg.gov.ge/ilia/ka/00002295/","გიორგი პავლეს ძე სალაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ბათუმის განყოფილების წევრი (1913-)</li>","null","null","null","null","null","null"
"1525414563-6427","http://www.nplg.gov.ge/ilia/ka/u4324/","7","http://www.nplg.gov.ge/ilia/ka/u4324/7/","ფაჩულია, ნიკოლოზ","http://www.nplg.gov.ge/ilia/ka/00007030/","ნიკოლოზ ფაჩულია","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1887-)</li>","null","null","null","null","null","null"
"1525414236-6278","http://www.nplg.gov.ge/ilia/ka/u4324/","17","http://www.nplg.gov.ge/ilia/ka/u4324/17/","ფურცელაძისა, ეკატერინე დიმიტრის ასული","http://www.nplg.gov.ge/ilia/ka/00002971/","ეკატერინე დიმიტრის ასული ფურცელაძისა","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1879-)</li>","null","null","null","null","null","null"
"1525417452-7747","http://www.nplg.gov.ge/ilia/ka/u4320/","9","http://www.nplg.gov.ge/ilia/ka/u4320/9/","როსტიაშვილი, სოლომონ ზაქარიას ძე","http://www.nplg.gov.ge/ilia/ka/00008413/","სოლომონ ზაქარიას ძე როსტიაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების კავკავის განყოფილების ნამდვილი წევრი (1915-)</li>","null","სახლი
მისამართი:არმავირი","მისამართი:არმავირი","მისამართი:არმავირი","null","null"
"1525417353-7702","http://www.nplg.gov.ge/ilia/ka/u4320/","12","http://www.nplg.gov.ge/ilia/ka/u4320/12/","რუხაძე, ვარლამ ალექსის ძე","http://www.nplg.gov.ge/ilia/ka/00002362/","ვარლამ ალექსის ძე რუხაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების მუდმივი წევრი (1917-1922)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ბათუმის განყოფილების წევრი (1910-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1906-)</li>","null","null","null","null","null","null"
"1525415317-6770","http://www.nplg.gov.ge/ilia/ka/u4322/","6","http://www.nplg.gov.ge/ilia/ka/u4322/6/","ტორონჯაძე, ვლადიმერ ბიჭიას ძე","http://www.nplg.gov.ge/ilia/ka/00002666/","ვლადიმერ ბიჭიას ძე ტორონჯაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სამტრედიის განყოფილების წევრი (1913-1916)</li>","null","null","null","null","null","null"
"1525417405-7725","http://www.nplg.gov.ge/ilia/ka/u4320/","10","http://www.nplg.gov.ge/ilia/ka/u4320/10/","რუსაძე, ა.ს.","http://www.nplg.gov.ge/ilia/ka/00002349/","ა.ს. რუსაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების  ბათუმის განყოფილების წევრი (1912-)</li>","null","null","null","null","null","null"
"1525416313-7228","http://www.nplg.gov.ge/ilia/ka/u4321/","23","http://www.nplg.gov.ge/ilia/ka/u4321/23/","სიჭინავა, ევგენი ალექსის ძე","http://www.nplg.gov.ge/ilia/ka/00002460/","ევგენი ალექსის ძე სიჭინავა","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ზუგდიდის განყოფილების ნამდვილი წევრი (1913-)</li>","null","null","null","null","null","null"
"1525414049-6192","http://www.nplg.gov.ge/ilia/ka/u4324/","","","ფალავანდიშვილი, თამარ ესტატეს ასული","http://www.nplg.gov.ge/ilia/ka/00008023/","თამარ ესტატეს ასული ფალავანდიშვილი","themes/bios/images/nophoto0n.jpg","1848","1918  (70 წლის ასაკში)","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1909-)</li>","null","null","null","null","null","null"
"1525415180-6708","http://www.nplg.gov.ge/ilia/ka/u4322/","9","http://www.nplg.gov.ge/ilia/ka/u4322/9/","ტყებუჩავა, ვლადიმერ კონსტანტინეს ძე","http://www.nplg.gov.ge/ilia/ka/00002688/","ვლადიმერ კონსტანტინეს ძე ტყებუჩავა","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ზუგდიდის განყოფილების ნამდვილი წევრი (1913-)</li>","null","null","null","null","null","null"
"1525417052-7565","http://www.nplg.gov.ge/ilia/ka/u4321/","4","http://www.nplg.gov.ge/ilia/ka/u4321/4/","სავანელი, ხარლამპი ივანეს ძე","http://www.nplg.gov.ge/ilia/ka/00006983/","ხარლამპი ივანეს ძე სავანელი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1880-)</li>","null","სახლი
მისამართი:თბილისი","მისამართი:თბილისი","მისამართი:თბილისი","null","null"
"1525415198-6717","http://www.nplg.gov.ge/ilia/ka/u4322/","9","http://www.nplg.gov.ge/ilia/ka/u4322/9/","ტყაბლაძე, კონსტანტინე","http://www.nplg.gov.ge/ilia/ka/00009036/","კონსტანტინე ტყაბლაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ქუთაისის განყოფილების წევრი (1916-)</li>","null","null","null","null","null","null"
"1525416961-7523","http://www.nplg.gov.ge/ilia/ka/u4321/","6","http://www.nplg.gov.ge/ilia/ka/u4321/6/","სალუქვაძე, მარიამ","http://www.nplg.gov.ge/ilia/ka/00010602/","მარიამ სალუქვაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ოზურგეთის განყოფილების ნამდვილი წევრი (1916-)</li>","null","null","null","null","null","null"
"1525414693-6487","http://www.nplg.gov.ge/ilia/ka/u4324/","4","http://www.nplg.gov.ge/ilia/ka/u4324/4/","ფარულავა, მალხაზ","http://www.nplg.gov.ge/ilia/ka/00007445/","მალხაზ ფარულავა","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ფოთის განყოფილების ნამდვილი წევრი (1918-)</li>","null","null","null","null","null","null"
"1525415699-6945","http://www.nplg.gov.ge/ilia/ka/u4321/","26","http://www.nplg.gov.ge/ilia/ka/u4321/26/","სიხარულიძე, მიხეილ მახარობლის ძე","http://www.nplg.gov.ge/ilia/ka/00002480/","მიხეილ მახარობლის ძე სიხარულიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ყვირილას განყოფილების გამგეობის თავმჯდომარის ამხანაგი (1915-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ყვირილას განყოფილების წევრი (1913-)</li>","null","null","null","null","null","null"
"1525415576-6889","http://www.nplg.gov.ge/ilia/ka/u4321/","11","http://www.nplg.gov.ge/ilia/ka/u4321/11/","სარაჯიშვილი, პელაგია მიხეილის ასული","http://www.nplg.gov.ge/ilia/ka/00013554/","პელაგია მიხეილის ასული სარაჯიშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525417289-7672","http://www.nplg.gov.ge/ilia/ka/u4320/","13","http://www.nplg.gov.ge/ilia/ka/u4320/13/","რუხაძე, პოლიკარპე იაკობის ძე","http://www.nplg.gov.ge/ilia/ka/00015177/","პოლიკარპე იაკობის ძე რუხაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების  ბათუმის განყოფილების წევრი (1916-)</li>","null","null","null","null","null","null"
"1525418095-8039","http://www.nplg.gov.ge/ilia/ka/u4318/","8","http://www.nplg.gov.ge/ilia/ka/u4318/8/","პისკუნოვი, კირილე","http://www.nplg.gov.ge/ilia/ka/00014407/","კირილე პისკუნოვი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ბორჯომის განყოფილების წევრი (1910-)</li>","null","null","null","null","null","null"
"1525416555-7340","http://www.nplg.gov.ge/ilia/ka/u4321/","17","http://www.nplg.gov.ge/ilia/ka/u4321/17/","სეხნიაშვილი, ე.ი.","http://www.nplg.gov.ge/ilia/ka/00002421/","ე.ი. სეხნიაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სიღნაღის განყოფილების წევრი (1914-)</li>","null","null","null","null","null","null"
"1525414254-6286","http://www.nplg.gov.ge/ilia/ka/u4324/","15","http://www.nplg.gov.ge/ilia/ka/u4324/15/","ფრუიძე, ილია","http://www.nplg.gov.ge/ilia/ka/00013806/","ილია ფრუიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525414405-6356","http://www.nplg.gov.ge/ilia/ka/u4324/","12","http://www.nplg.gov.ge/ilia/ka/u4324/12/","ფიფია, ათანასე ბახვას ძე","http://www.nplg.gov.ge/ilia/ka/00002925/","ათანასე ბახვას ძე ფიფია","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ზუგდიდის განყოფილების ნამდვილი წევრი (1913-)</li>","null","null","null","null","null","null"
"1525417477-7758","http://www.nplg.gov.ge/ilia/ka/u4320/","8","http://www.nplg.gov.ge/ilia/ka/u4320/8/","როინიშვილი, ვიქტორ","http://www.nplg.gov.ge/ilia/ka/00009464/","ვიქტორ როინიშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ქუთაისის განყოფილების წევრი (1920-)</li>","null","null","null","null","null","null"
"1525417546-7789","http://www.nplg.gov.ge/ilia/ka/u4320/","6","http://www.nplg.gov.ge/ilia/ka/u4320/6/","რეხვიაშვილი, ნესტორ დავითის ძე","http://www.nplg.gov.ge/ilia/ka/00002335/","ნესტორ დავითის ძე რეხვიაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების  კავკავის განყოფილების წევრი (1914-)</li>","null","null","null","null","null","null"
"1525416041-7103","http://www.nplg.gov.ge/ilia/ka/u4321/","32","http://www.nplg.gov.ge/ilia/ka/u4321/32/","სულაქველიძე, ამბაკო გიორგის ძე","http://www.nplg.gov.ge/ilia/ka/00002514/","ამბაკო გიორგის ძე სულაქველიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სამტრედიის განყოფილების წევრი (1915-1916)</li>","null","null","null","null","null","null"
"1525415144-6692","http://www.nplg.gov.ge/ilia/ka/u4322/","10","http://www.nplg.gov.ge/ilia/ka/u4322/10/","ტყეშელაშვილი, გიორგი მირიანის ძე","http://www.nplg.gov.ge/ilia/ka/00013755/","გიორგი მირიანის ძე ტყეშელაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525416502-7315","http://www.nplg.gov.ge/ilia/ka/u4321/","18","http://www.nplg.gov.ge/ilia/ka/u4321/18/","სვანიძე, ვლადიმერ დავითის ძე","http://www.nplg.gov.ge/ilia/ka/00008726/","ვლადიმერ დავითის ძე სვანიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სენაკის განყოფილების ნამდვილი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525418058-8023","http://www.nplg.gov.ge/ilia/ka/u4318/","9","http://www.nplg.gov.ge/ilia/ka/u4318/9/","პოპოიშვილი, ნიკოლოზ მიხეილის ძე","http://www.nplg.gov.ge/ilia/ka/00002192/","ნიკოლოზ მიხეილის ძე პოპოიშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების  მაჩხაანის განყოფილების წევრი (1914-)</li>","null","null","null","null","null","null"
"1525416439-7287","http://www.nplg.gov.ge/ilia/ka/u4321/","20","http://www.nplg.gov.ge/ilia/ka/u4321/20/","სიგუა, ბესარიონ","http://www.nplg.gov.ge/ilia/ka/00013097/","ბესარიონ სიგუა","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ბათუმის განყოფილების წევრი (1910-)</li>","null","null","null","null","null","null"
"1525417150-7609","http://www.nplg.gov.ge/ilia/ka/u4320/","","","რაზმაძე, იოსებ ივანეს ძე","http://www.nplg.gov.ge/ilia/ka/00009795/","იოსებ ივანეს ძე რაზმაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ბაქოს განყოფილების ნამდვილი წევრი (1909-1916)</li>","null","null","null","null","null","null"
"1525417119-7595","http://www.nplg.gov.ge/ilia/ka/u4321/","2","http://www.nplg.gov.ge/ilia/ka/u4321/2/","საბახთარიშვილი, სონია","http://www.nplg.gov.ge/ilia/ka/00008605/","სონია საბახთარიშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სენაკის განყოფილების ნამდვილი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525417081-7578","http://www.nplg.gov.ge/ilia/ka/u4321/","3","http://www.nplg.gov.ge/ilia/ka/u4321/3/","საგინაშვილი, ელისაბედ ანდრიას ასული","http://www.nplg.gov.ge/ilia/ka/00013488/","ელისაბედ ანდრიას ასული საგინაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1917-)</li>","null","null","null","null","null","null"
"1525414818-6544","http://www.nplg.gov.ge/ilia/ka/u4323/","","","უგულავა, პეტრე","http://www.nplg.gov.ge/ilia/ka/00008057/","პეტრე უგულავა","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ზუგდიდის განყოფილების ნამდვილი წევრი (1914-)</li>","null","null","null","null","null","null"
"1525418041-8016","http://www.nplg.gov.ge/ilia/ka/u4318/","","","პაატაშვილი, გრიგოლ ნიკოლოზის ძე","http://www.nplg.gov.ge/ilia/ka/00002043/","გრიგოლ ნიკოლოზის ძე პაატაშვილი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების  წევრი (1910-)</li>","null","null","null","null","null","null"
"1525417297-7676","http://www.nplg.gov.ge/ilia/ka/u4320/","13","http://www.nplg.gov.ge/ilia/ka/u4320/13/","რუხაძე, პავლე","http://www.nplg.gov.ge/ilia/ka/00007137/","პავლე რუხაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ფოთის განყოფილების ნამდვილი წევრი (1916-)</li>","null","null","null","null","null","null"
"1525417975-7985","http://www.nplg.gov.ge/ilia/ka/u4319/","2","http://www.nplg.gov.ge/ilia/ka/u4319/2/","ჟიტნიცკი, მიხეილ","http://www.nplg.gov.ge/ilia/ka/00002215/","მიხეილ ჟიტნიცკი","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების  ახალქალაქის განყოფილების წევრი (1912-)</li>","null","null","null","null","null","null"
"1525415024-6638","http://www.nplg.gov.ge/ilia/ka/u4323/","2","http://www.nplg.gov.ge/ilia/ka/u4323/2/","უნგიაძე, ალექსი გიორგის ძე","http://www.nplg.gov.ge/ilia/ka/00008345/","ალექსი გიორგის ძე უნგიაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","სასულიერო პირი","მღვდელი, 1914","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ალაგირის განყოფილების ნამდვილი წევრი (1914-)</li>","null","null","null","null","null","null"
"1525415719-6955","http://www.nplg.gov.ge/ilia/ka/u4321/","26","http://www.nplg.gov.ge/ilia/ka/u4321/26/","სიხარულიძე, იორამ","http://www.nplg.gov.ge/ilia/ka/00002478/","იორამ სიხარულიძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების წევრი (1896-)</li>","null","null","null","null","null","null"
"1525416879-7486","http://www.nplg.gov.ge/ilia/ka/u4321/","8","http://www.nplg.gov.ge/ilia/ka/u4321/8/","სანადირაძე, ეფრემ მიხეილის ძე","http://www.nplg.gov.ge/ilia/ka/00002308/","ეფრემ მიხეილის ძე სანადირაძე","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ვანის განყოფილების წევრი (1914-)</li>","null","null","null","null","null","null"
"1525415767-6977","http://www.nplg.gov.ge/ilia/ka/u4321/","31","http://www.nplg.gov.ge/ilia/ka/u4321/31/","სტურუა, ერმილე პავლეს ძე","http://www.nplg.gov.ge/ilia/ka/00013564/","ერმილე პავლეს ძე სტურუა","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების თბილისის განყოფილების წევრი (1917-)</li>","null","null","null","null","null","null"
"1525415217-6725","http://www.nplg.gov.ge/ilia/ka/u4322/","8","http://www.nplg.gov.ge/ilia/ka/u4322/8/","ტუღუში, ლავრენტი მაქსიმეს ძე","http://www.nplg.gov.ge/ilia/ka/00002683/","ლავრენტი მაქსიმეს ძე ტუღუში","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","მისი ქშწკგ საზოგადოებაში გაწევრიანებაზე თავმდებნი იყვნენ :ი. გოგებაშვილი, გ.იოსელიანი, პ.მირიანაშვილი, დ.კარიჭაშვილი","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ფოთის განყოფილების სარევიზიო კომისიის წევრი (1918-)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ფოთის განყოფილების დამფუძნებელი წევრი (1910-1916)</li>
<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების ნამდვილი წევრი (1902-)</li>","null","null","null","null","null","null"
"1525418313-8139","http://www.nplg.gov.ge/ilia/ka/u4318/","3","http://www.nplg.gov.ge/ilia/ka/u4318/3/","პაპავა, ქსენია თადეოზის ასული","http://www.nplg.gov.ge/ilia/ka/00014812/","ქსენია თადეოზის ასული პაპავა","themes/bios/images/nophoto0n.jpg","18??","null","null","დაუდგენელი","null","<li>ქართველთა შორის წერა-კითხვის გამავრცელებელი საზოგადოება, საზოგადოების სამტრედიის განყოფილების ნამდვილი წევრი (1916-)</li>","null","null","null","null","null","null"
